Country/Region,Date,Cases,new_date
Eritrea,3/29/20,12,2020-03-29
Dominica,3/29/20,11,2020-03-29
Montenegro,3/29/20,85,2020-03-29
Netherlands,3/29/20,10930,2020-03-29
Slovakia,3/29/20,314,2020-03-29
Mauritius,3/29/20,107,2020-03-29
Haiti,3/29/20,15,2020-03-29
Grenada,3/29/20,9,2020-03-29
Czechia,3/29/20,2817,2020-03-29
Peru,3/29/20,852,2020-03-29
Djibouti,3/29/20,18,2020-03-29
Malaysia,3/29/20,2470,2020-03-29
Syria,3/29/20,9,2020-03-29
Switzerland,3/29/20,14829,2020-03-29
Pakistan,3/29/20,1597,2020-03-29
Qatar,3/29/20,634,2020-03-29
Guinea-Bissau,3/29/20,2,2020-03-29
Mauritania,3/29/20,5,2020-03-29
Holy See,3/29/20,6,2020-03-29
Paraguay,3/29/20,59,2020-03-29
Russia,3/29/20,1534,2020-03-29
Malawi,3/29/20,0,2020-03-29
Nepal,3/29/20,5,2020-03-29
Greece,3/29/20,1156,2020-03-29
Denmark,3/29/20,2564,2020-03-29
Somalia,3/29/20,3,2020-03-29
Ghana,3/29/20,152,2020-03-29
Nicaragua,3/29/20,4,2020-03-29
Oman,3/29/20,167,2020-03-29
Guatemala,3/29/20,34,2020-03-29
Singapore,3/29/20,844,2020-03-29
New Zealand,3/29/20,514,2020-03-29
Mali,3/29/20,18,2020-03-29
Maldives,3/29/20,17,2020-03-29
Romania,3/29/20,1815,2020-03-29
Rwanda,3/29/20,70,2020-03-29
Honduras,3/29/20,110,2020-03-29
Malta,3/29/20,151,2020-03-29
Slovenia,3/29/20,730,2020-03-29
Guyana,3/29/20,8,2020-03-29
South Africa,3/29/20,1280,2020-03-29
Guinea,3/29/20,16,2020-03-29
Germany,3/29/20,62095,2020-03-29
Diamond Princess,3/29/20,712,2020-03-29
Madagascar,3/29/20,39,2020-03-29
MS Zaandam,3/29/20,2,2020-03-29
Botswana,3/30/20,3,2020-03-30
Netherlands,3/30/20,11817,2020-03-30
China,3/30/20,82198,2020-03-30
US,3/30/20,161807,2020-03-30
Spain,3/30/20,87956,2020-03-30
Italy,3/30/20,101739,2020-03-30
Paraguay,3/30/20,64,2020-03-30
Papua New Guinea,3/30/20,1,2020-03-30
Senegal,3/30/20,162,2020-03-30
Guinea-Bissau,3/30/20,8,2020-03-30
Somalia,3/30/20,3,2020-03-30
Nicaragua,3/30/20,4,2020-03-30
Vietnam,3/30/20,203,2020-03-30
Montenegro,3/30/20,91,2020-03-30
Uganda,3/30/20,33,2020-03-30
North Macedonia,3/30/20,285,2020-03-30
Kazakhstan,3/30/20,302,2020-03-30
New Zealand,3/30/20,589,2020-03-30
Zambia,3/30/20,35,2020-03-30
Jordan,3/30/20,268,2020-03-30
Slovenia,3/30/20,756,2020-03-30
Saudi Arabia,3/30/20,1453,2020-03-30
Guinea,3/30/20,22,2020-03-30
Grenada,3/30/20,9,2020-03-30
Colombia,3/30/20,798,2020-03-30
Bosnia and Herzegovina,3/30/20,368,2020-03-30
Sri Lanka,3/30/20,122,2020-03-30
Cameroon,3/30/20,139,2020-03-30
Ethiopia,3/30/20,23,2020-03-30
Greece,3/30/20,1212,2020-03-30
Nigeria,3/30/20,131,2020-03-30
Fiji,3/30/20,5,2020-03-30
Cambodia,3/30/20,107,2020-03-30
Venezuela,3/30/20,135,2020-03-30
Jamaica,3/30/20,36,2020-03-30
Trinidad and Tobago,3/30/20,82,2020-03-30
France,3/30/20,45170,2020-03-30
Finland,3/30/20,1352,2020-03-30
Antigua and Barbuda,3/30/20,7,2020-03-30
Togo,3/30/20,30,2020-03-30
India,3/30/20,1251,2020-03-30
Chad,3/30/20,5,2020-03-30
Peru,3/30/20,950,2020-03-30
Gambia,3/30/20,4,2020-03-30
Ghana,3/30/20,152,2020-03-30
Angola,3/30/20,7,2020-03-30
Tunisia,3/30/20,312,2020-03-30
Germany,3/30/20,66885,2020-03-30
Niger,3/30/20,27,2020-03-30
Sierra Leone,3/30/20,0,2020-03-30
South Africa,3/30/20,1326,2020-03-30
Singapore,3/30/20,879,2020-03-30
Georgia,3/30/20,103,2020-03-30
Burkina Faso,3/30/20,246,2020-03-30
Namibia,3/30/20,11,2020-03-30
Iceland,3/30/20,1086,2020-03-30
Azerbaijan,3/30/20,273,2020-03-30
Hungary,3/30/20,447,2020-03-30
Central African Republic,3/30/20,3,2020-03-30
Burma,3/30/20,14,2020-03-30
Honduras,3/30/20,139,2020-03-30
Indonesia,3/30/20,1414,2020-03-30
South Sudan,3/30/20,0,2020-03-30
Holy See,3/30/20,6,2020-03-30
Turkey,3/30/20,10827,2020-03-30
Brazil,3/30/20,4579,2020-03-30
Israel,3/30/20,4695,2020-03-30
Morocco,3/30/20,556,2020-03-30
Argentina,3/30/20,820,2020-03-30
Ireland,3/30/20,2910,2020-03-30
Guyana,3/30/20,8,2020-03-30
Canada,3/30/20,7398,2020-03-30
Slovakia,3/30/20,336,2020-03-30
Serbia,3/30/20,785,2020-03-30
Philippines,3/30/20,1546,2020-03-30
Haiti,3/30/20,15,2020-03-30
Cabo Verde,3/30/20,6,2020-03-30
Brunei,3/30/20,127,2020-03-30
Chile,3/30/20,2449,2020-03-30
Andorra,3/30/20,370,2020-03-30
Gabon,3/30/20,7,2020-03-30
Iraq,3/30/20,630,2020-03-30
Burundi,3/30/20,0,2020-03-30
Nepal,3/30/20,5,2020-03-30
Mozambique,3/30/20,8,2020-03-30
Algeria,3/30/20,584,2020-03-30
Iran,3/30/20,41495,2020-03-30
Seychelles,3/30/20,8,2020-03-30
Bulgaria,3/30/20,359,2020-03-30
Timor-Leste,3/30/20,1,2020-03-30
Japan,3/30/20,1866,2020-03-30
Kenya,3/30/20,50,2020-03-30
Guatemala,3/30/20,36,2020-03-30
Dominica,3/30/20,11,2020-03-30
Luxembourg,3/30/20,1988,2020-03-30
Mexico,3/30/20,993,2020-03-30
Uzbekistan,3/30/20,149,2020-03-30
Barbados,3/30/20,33,2020-03-30
Lithuania,3/30/20,491,2020-03-30
Liechtenstein,3/30/20,62,2020-03-30
Cote d'Ivoire,3/30/20,168,2020-03-30
Sweden,3/30/20,4028,2020-03-30
Dominican Republic,3/30/20,901,2020-03-30
Saint Kitts and Nevis,3/30/20,7,2020-03-30
Belarus,3/30/20,152,2020-03-30
Panama,3/30/20,989,2020-03-30
Rwanda,3/30/20,70,2020-03-30
Thailand,3/30/20,1524,2020-03-30
Libya,3/30/20,8,2020-03-30
United Arab Emirates,3/30/20,611,2020-03-30
Norway,3/30/20,4445,2020-03-30
Liberia,3/30/20,3,2020-03-30
Egypt,3/30/20,656,2020-03-30
Saint Lucia,3/30/20,9,2020-03-30
Moldova,3/30/20,298,2020-03-30
Belgium,3/30/20,11899,2020-03-30
Costa Rica,3/30/20,330,2020-03-30
Tanzania,3/30/20,19,2020-03-30
Lebanon,3/30/20,446,2020-03-30
Australia,3/30/20,4361,2020-03-30
Suriname,3/30/20,8,2020-03-30
Portugal,3/30/20,6408,2020-03-30
Croatia,3/30/20,790,2020-03-30
MS Zaandam,3/30/20,2,2020-03-30
United Kingdom,3/30/20,22453,2020-03-30
Malta,3/30/20,156,2020-03-30
Cyprus,3/30/20,230,2020-03-30
Mali,3/30/20,25,2020-03-30
Qatar,3/30/20,693,2020-03-30
Syria,3/30/20,10,2020-03-30
Czechia,3/30/20,3001,2020-03-30
Bahamas,3/30/20,14,2020-03-30
Uruguay,3/30/20,310,2020-03-30
Pakistan,3/30/20,1717,2020-03-30
Mauritania,3/30/20,5,2020-03-30
Romania,3/30/20,2109,2020-03-30
Cuba,3/30/20,170,2020-03-30
Denmark,3/30/20,2755,2020-03-30
Maldives,3/30/20,17,2020-03-30
Zimbabwe,3/30/20,7,2020-03-30
Diamond Princess,3/30/20,712,2020-03-30
Malaysia,3/30/20,2626,2020-03-30
Malawi,3/30/20,0,2020-03-30
Bahrain,3/30/20,515,2020-03-30
Austria,3/30/20,9618,2020-03-30
Oman,3/30/20,179,2020-03-30
Russia,3/30/20,1836,2020-03-30
Switzerland,3/30/20,15922,2020-03-30
Djibouti,3/30/20,18,2020-03-30
Taiwan*,3/30/20,306,2020-03-30
Mauritius,3/30/20,128,2020-03-30
Bangladesh,3/30/20,49,2020-03-30
Afghanistan,3/30/20,170,2020-03-30
Madagascar,3/30/20,43,2020-03-30
Latvia,3/30/20,376,2020-03-30
Albania,3/30/20,223,2020-03-30
Ecuador,3/30/20,1962,2020-03-30
El Salvador,3/30/20,30,2020-03-30
Equatorial Guinea,3/30/20,12,2020-03-30
Congo (Kinshasa),3/30/20,81,2020-03-30
Estonia,3/30/20,715,2020-03-30
Kyrgyzstan,3/30/20,94,2020-03-30
Sao Tome and Principe,3/30/20,0,2020-03-30
Poland,3/30/20,2055,2020-03-30
Eritrea,3/30/20,12,2020-03-30
Benin,3/30/20,6,2020-03-30
Congo (Brazzaville),3/30/20,19,2020-03-30
Bolivia,3/30/20,97,2020-03-30
Monaco,3/30/20,49,2020-03-30
Ukraine,3/30/20,548,2020-03-30
Kuwait,3/30/20,266,2020-03-30
Eswatini,3/30/20,9,2020-03-30
Laos,3/30/20,8,2020-03-30
"Korea, South",3/30/20,9661,2020-03-30
Sudan,3/30/20,6,2020-03-30
San Marino,3/30/20,230,2020-03-30
Kosovo,3/30/20,94,2020-03-30
Belize,3/30/20,3,2020-03-30
West Bank and Gaza,3/30/20,116,2020-03-30
Mongolia,3/30/20,12,2020-03-30
Western Sahara,3/30/20,0,2020-03-30
Saint Vincent and the Grenadines,3/30/20,1,2020-03-30
Armenia,3/30/20,482,2020-03-30
Bhutan,3/30/20,4,2020-03-30
Singapore,3/31/20,926,2020-03-31
Angola,3/31/20,7,2020-03-31
Haiti,3/31/20,15,2020-03-31
Austria,3/31/20,10180,2020-03-31
Nepal,3/31/20,5,2020-03-31
Malawi,3/31/20,0,2020-03-31
Russia,3/31/20,2337,2020-03-31
Poland,3/31/20,2311,2020-03-31
Peru,3/31/20,1065,2020-03-31
Bosnia and Herzegovina,3/31/20,420,2020-03-31
Zambia,3/31/20,35,2020-03-31
Madagascar,3/31/20,57,2020-03-31
Holy See,3/31/20,6,2020-03-31
Japan,3/31/20,1953,2020-03-31
Bhutan,3/31/20,4,2020-03-31
Burundi,3/31/20,2,2020-03-31
Bahrain,3/31/20,567,2020-03-31
Mauritania,3/31/20,6,2020-03-31
Malaysia,3/31/20,2766,2020-03-31
Azerbaijan,3/31/20,298,2020-03-31
Zimbabwe,3/31/20,8,2020-03-31
Malta,3/31/20,169,2020-03-31
Uganda,3/31/20,44,2020-03-31
Mali,3/31/20,28,2020-03-31
Mongolia,3/31/20,12,2020-03-31
Qatar,3/31/20,781,2020-03-31
Kazakhstan,3/31/20,343,2020-03-31
Guinea,3/31/20,22,2020-03-31
Bolivia,3/31/20,107,2020-03-31
Trinidad and Tobago,3/31/20,87,2020-03-31
Cambodia,3/31/20,109,2020-03-31
Vietnam,3/31/20,212,2020-03-31
"Korea, South",3/31/20,9786,2020-03-31
Bahamas,3/31/20,14,2020-03-31
Montenegro,3/31/20,109,2020-03-31
Jordan,3/31/20,274,2020-03-31
Kenya,3/31/20,59,2020-03-31
Guinea-Bissau,3/31/20,8,2020-03-31
Netherlands,3/31/20,12667,2020-03-31
Romania,3/31/20,2245,2020-03-31
Sao Tome and Principe,3/31/20,0,2020-03-31
Cabo Verde,3/31/20,6,2020-03-31
Maldives,3/31/20,18,2020-03-31
Kosovo,3/31/20,112,2020-03-31
Saudi Arabia,3/31/20,1563,2020-03-31
Guyana,3/31/20,12,2020-03-31
Slovakia,3/31/20,363,2020-03-31
Uruguay,3/31/20,338,2020-03-31
Tunisia,3/31/20,394,2020-03-31
Jamaica,3/31/20,36,2020-03-31
Mauritius,3/31/20,143,2020-03-31
Benin,3/31/20,9,2020-03-31
Indonesia,3/31/20,1528,2020-03-31
United Arab Emirates,3/31/20,664,2020-03-31
Turkey,3/31/20,13531,2020-03-31
Bulgaria,3/31/20,399,2020-03-31
Mozambique,3/31/20,8,2020-03-31
Seychelles,3/31/20,10,2020-03-31
Liberia,3/31/20,3,2020-03-31
Monaco,3/31/20,52,2020-03-31
Laos,3/31/20,9,2020-03-31
Iran,3/31/20,44605,2020-03-31
Saint Lucia,3/31/20,13,2020-03-31
Israel,3/31/20,5358,2020-03-31
Saint Vincent and the Grenadines,3/31/20,1,2020-03-31
Belgium,3/31/20,12775,2020-03-31
Iraq,3/31/20,694,2020-03-31
Australia,3/31/20,4559,2020-03-31
Belize,3/31/20,3,2020-03-31
Brunei,3/31/20,129,2020-03-31
Lebanon,3/31/20,470,2020-03-31
Brazil,3/31/20,5717,2020-03-31
Moldova,3/31/20,353,2020-03-31
Philippines,3/31/20,2084,2020-03-31
Serbia,3/31/20,900,2020-03-31
Ireland,3/31/20,3235,2020-03-31
Latvia,3/31/20,398,2020-03-31
Morocco,3/31/20,617,2020-03-31
Libya,3/31/20,10,2020-03-31
US,3/31/20,188172,2020-03-31
Antigua and Barbuda,3/31/20,7,2020-03-31
India,3/31/20,1397,2020-03-31
MS Zaandam,3/31/20,2,2020-03-31
United Kingdom,3/31/20,25481,2020-03-31
Armenia,3/31/20,532,2020-03-31
San Marino,3/31/20,236,2020-03-31
Rwanda,3/31/20,75,2020-03-31
Honduras,3/31/20,141,2020-03-31
Burma,3/31/20,15,2020-03-31
Luxembourg,3/31/20,2178,2020-03-31
Botswana,3/31/20,4,2020-03-31
Venezuela,3/31/20,135,2020-03-31
Kuwait,3/31/20,289,2020-03-31
Barbados,3/31/20,34,2020-03-31
Namibia,3/31/20,11,2020-03-31
Bangladesh,3/31/20,51,2020-03-31
Uzbekistan,3/31/20,172,2020-03-31
Mexico,3/31/20,1094,2020-03-31
Sierra Leone,3/31/20,1,2020-03-31
Lithuania,3/31/20,537,2020-03-31
Portugal,3/31/20,7443,2020-03-31
Liechtenstein,3/31/20,68,2020-03-31
Kyrgyzstan,3/31/20,107,2020-03-31
Iceland,3/31/20,1135,2020-03-31
Ukraine,3/31/20,645,2020-03-31
Senegal,3/31/20,175,2020-03-31
Argentina,3/31/20,1054,2020-03-31
Saint Kitts and Nevis,3/31/20,8,2020-03-31
Italy,3/31/20,105792,2020-03-31
Belarus,3/31/20,152,2020-03-31
Burkina Faso,3/31/20,261,2020-03-31
Slovenia,3/31/20,802,2020-03-31
Hungary,3/31/20,492,2020-03-31
Finland,3/31/20,1418,2020-03-31
South Africa,3/31/20,1353,2020-03-31
Germany,3/31/20,71808,2020-03-31
France,3/31/20,52827,2020-03-31
Eritrea,3/31/20,15,2020-03-31
Pakistan,3/31/20,1938,2020-03-31
Taiwan*,3/31/20,322,2020-03-31
Ghana,3/31/20,161,2020-03-31
Togo,3/31/20,34,2020-03-31
El Salvador,3/31/20,32,2020-03-31
Panama,3/31/20,1181,2020-03-31
Albania,3/31/20,243,2020-03-31
Dominica,3/31/20,12,2020-03-31
Spain,3/31/20,95923,2020-03-31
Andorra,3/31/20,376,2020-03-31
Ecuador,3/31/20,2240,2020-03-31
Suriname,3/31/20,9,2020-03-31
Czechia,3/31/20,3308,2020-03-31
Syria,3/31/20,10,2020-03-31
Tanzania,3/31/20,19,2020-03-31
Canada,3/31/20,8527,2020-03-31
Estonia,3/31/20,745,2020-03-31
Congo (Brazzaville),3/31/20,19,2020-03-31
Djibouti,3/31/20,30,2020-03-31
Chile,3/31/20,2738,2020-03-31
Croatia,3/31/20,867,2020-03-31
South Sudan,3/31/20,0,2020-03-31
Chad,3/31/20,7,2020-03-31
Gambia,3/31/20,4,2020-03-31
Diamond Princess,3/31/20,712,2020-03-31
Congo (Kinshasa),3/31/20,98,2020-03-31
Georgia,3/31/20,110,2020-03-31
Cote d'Ivoire,3/31/20,179,2020-03-31
Sweden,3/31/20,4435,2020-03-31
Sudan,3/31/20,7,2020-03-31
Dominican Republic,3/31/20,1109,2020-03-31
Algeria,3/31/20,716,2020-03-31
Central African Republic,3/31/20,3,2020-03-31
Nicaragua,3/31/20,5,2020-03-31
Niger,3/31/20,27,2020-03-31
Denmark,3/31/20,3039,2020-03-31
Gabon,3/31/20,16,2020-03-31
Oman,3/31/20,192,2020-03-31
Switzerland,3/31/20,16605,2020-03-31
Cuba,3/31/20,186,2020-03-31
Timor-Leste,3/31/20,1,2020-03-31
West Bank and Gaza,3/31/20,119,2020-03-31
Eswatini,3/31/20,9,2020-03-31
Equatorial Guinea,3/31/20,12,2020-03-31
Afghanistan,3/31/20,174,2020-03-31
Costa Rica,3/31/20,347,2020-03-31
Paraguay,3/31/20,65,2020-03-31
Sri Lanka,3/31/20,143,2020-03-31
Fiji,3/31/20,5,2020-03-31
Nigeria,3/31/20,135,2020-03-31
Guatemala,3/31/20,38,2020-03-31
Colombia,3/31/20,906,2020-03-31
Egypt,3/31/20,710,2020-03-31
Somalia,3/31/20,5,2020-03-31
China,3/31/20,82279,2020-03-31
North Macedonia,3/31/20,329,2020-03-31
Ethiopia,3/31/20,26,2020-03-31
Western Sahara,3/31/20,0,2020-03-31
Greece,3/31/20,1314,2020-03-31
New Zealand,3/31/20,647,2020-03-31
Grenada,3/31/20,9,2020-03-31
Thailand,3/31/20,1651,2020-03-31
Cyprus,3/31/20,262,2020-03-31
Papua New Guinea,3/31/20,1,2020-03-31
Norway,3/31/20,4641,2020-03-31
Cameroon,3/31/20,193,2020-03-31
Afghanistan,4/1/20,237,2020-04-01
Algeria,4/1/20,847,2020-04-01
Sri Lanka,4/1/20,146,2020-04-01
Lithuania,4/1/20,581,2020-04-01
Barbados,4/1/20,34,2020-04-01
Kosovo,4/1/20,125,2020-04-01
Timor-Leste,4/1/20,1,2020-04-01
Bosnia and Herzegovina,4/1/20,459,2020-04-01
Switzerland,4/1/20,17768,2020-04-01
Iran,4/1/20,47593,2020-04-01
Mauritius,4/1/20,161,2020-04-01
Zambia,4/1/20,36,2020-04-01
Equatorial Guinea,4/1/20,15,2020-04-01
Jordan,4/1/20,278,2020-04-01
Nigeria,4/1/20,174,2020-04-01
Croatia,4/1/20,963,2020-04-01
Thailand,4/1/20,1771,2020-04-01
Indonesia,4/1/20,1677,2020-04-01
Mexico,4/1/20,1215,2020-04-01
Antigua and Barbuda,4/1/20,7,2020-04-01
Kuwait,4/1/20,317,2020-04-01
Sweden,4/1/20,4947,2020-04-01
Seychelles,4/1/20,10,2020-04-01
Colombia,4/1/20,1065,2020-04-01
Malawi,4/1/20,0,2020-04-01
Oman,4/1/20,210,2020-04-01
West Bank and Gaza,4/1/20,134,2020-04-01
Turkey,4/1/20,15679,2020-04-01
Sudan,4/1/20,7,2020-04-01
Saudi Arabia,4/1/20,1720,2020-04-01
Bahrain,4/1/20,569,2020-04-01
San Marino,4/1/20,236,2020-04-01
Mozambique,4/1/20,10,2020-04-01
Bulgaria,4/1/20,422,2020-04-01
Armenia,4/1/20,571,2020-04-01
Gabon,4/1/20,18,2020-04-01
Brunei,4/1/20,131,2020-04-01
South Sudan,4/1/20,0,2020-04-01
Kazakhstan,4/1/20,380,2020-04-01
Congo (Brazzaville),4/1/20,19,2020-04-01
Iraq,4/1/20,728,2020-04-01
Fiji,4/1/20,5,2020-04-01
Bangladesh,4/1/20,54,2020-04-01
Luxembourg,4/1/20,2319,2020-04-01
Rwanda,4/1/20,82,2020-04-01
Spain,4/1/20,104118,2020-04-01
Portugal,4/1/20,8251,2020-04-01
Kenya,4/1/20,81,2020-04-01
China,4/1/20,82361,2020-04-01
Botswana,4/1/20,4,2020-04-01
Italy,4/1/20,110574,2020-04-01
Estonia,4/1/20,779,2020-04-01
Mongolia,4/1/20,14,2020-04-01
Venezuela,4/1/20,143,2020-04-01
US,4/1/20,213372,2020-04-01
Sao Tome and Principe,4/1/20,0,2020-04-01
Western Sahara,4/1/20,0,2020-04-01
Papua New Guinea,4/1/20,1,2020-04-01
Argentina,4/1/20,1054,2020-04-01
Taiwan*,4/1/20,329,2020-04-01
Eswatini,4/1/20,9,2020-04-01
Senegal,4/1/20,190,2020-04-01
Bolivia,4/1/20,115,2020-04-01
North Macedonia,4/1/20,354,2020-04-01
MS Zaandam,4/1/20,9,2020-04-01
Jamaica,4/1/20,44,2020-04-01
Madagascar,4/1/20,57,2020-04-01
Ethiopia,4/1/20,29,2020-04-01
Niger,4/1/20,74,2020-04-01
Poland,4/1/20,2554,2020-04-01
Russia,4/1/20,2777,2020-04-01
Bhutan,4/1/20,4,2020-04-01
Serbia,4/1/20,1060,2020-04-01
Japan,4/1/20,2178,2020-04-01
France,4/1/20,57749,2020-04-01
Guatemala,4/1/20,39,2020-04-01
Philippines,4/1/20,2311,2020-04-01
United Arab Emirates,4/1/20,814,2020-04-01
Eritrea,4/1/20,15,2020-04-01
Morocco,4/1/20,654,2020-04-01
Chile,4/1/20,3031,2020-04-01
Uganda,4/1/20,44,2020-04-01
Brazil,4/1/20,6836,2020-04-01
Djibouti,4/1/20,33,2020-04-01
Ireland,4/1/20,3447,2020-04-01
"Korea, South",4/1/20,9887,2020-04-01
Finland,4/1/20,1446,2020-04-01
Austria,4/1/20,10711,2020-04-01
Dominica,4/1/20,12,2020-04-01
United Kingdom,4/1/20,29865,2020-04-01
Israel,4/1/20,6092,2020-04-01
India,4/1/20,1998,2020-04-01
Moldova,4/1/20,423,2020-04-01
Lebanon,4/1/20,479,2020-04-01
Slovakia,4/1/20,400,2020-04-01
Zimbabwe,4/1/20,8,2020-04-01
Syria,4/1/20,10,2020-04-01
Guyana,4/1/20,19,2020-04-01
Canada,4/1/20,9560,2020-04-01
Ecuador,4/1/20,2748,2020-04-01
Andorra,4/1/20,390,2020-04-01
Nepal,4/1/20,5,2020-04-01
Uruguay,4/1/20,338,2020-04-01
Latvia,4/1/20,446,2020-04-01
Burundi,4/1/20,2,2020-04-01
Czechia,4/1/20,3508,2020-04-01
Tanzania,4/1/20,20,2020-04-01
Haiti,4/1/20,16,2020-04-01
Diamond Princess,4/1/20,712,2020-04-01
Togo,4/1/20,36,2020-04-01
Ghana,4/1/20,195,2020-04-01
Holy See,4/1/20,6,2020-04-01
Bahamas,4/1/20,21,2020-04-01
El Salvador,4/1/20,32,2020-04-01
Belize,4/1/20,3,2020-04-01
Pakistan,4/1/20,2118,2020-04-01
Singapore,4/1/20,1000,2020-04-01
Belarus,4/1/20,163,2020-04-01
Suriname,4/1/20,10,2020-04-01
Australia,4/1/20,4862,2020-04-01
Cabo Verde,4/1/20,6,2020-04-01
Uzbekistan,4/1/20,181,2020-04-01
Paraguay,4/1/20,69,2020-04-01
Azerbaijan,4/1/20,359,2020-04-01
Vietnam,4/1/20,218,2020-04-01
Liberia,4/1/20,6,2020-04-01
Costa Rica,4/1/20,375,2020-04-01
Norway,4/1/20,4863,2020-04-01
Slovenia,4/1/20,841,2020-04-01
Egypt,4/1/20,779,2020-04-01
Grenada,4/1/20,9,2020-04-01
Guinea,4/1/20,30,2020-04-01
Cameroon,4/1/20,233,2020-04-01
Panama,4/1/20,1181,2020-04-01
Germany,4/1/20,77872,2020-04-01
Cambodia,4/1/20,109,2020-04-01
Saint Lucia,4/1/20,13,2020-04-01
Trinidad and Tobago,4/1/20,90,2020-04-01
Libya,4/1/20,10,2020-04-01
Cyprus,4/1/20,320,2020-04-01
New Zealand,4/1/20,708,2020-04-01
Qatar,4/1/20,835,2020-04-01
Guinea-Bissau,4/1/20,9,2020-04-01
Belgium,4/1/20,13964,2020-04-01
Netherlands,4/1/20,13696,2020-04-01
Greece,4/1/20,1415,2020-04-01
Mali,4/1/20,31,2020-04-01
Somalia,4/1/20,5,2020-04-01
Malta,4/1/20,188,2020-04-01
South Africa,4/1/20,1380,2020-04-01
Montenegro,4/1/20,123,2020-04-01
Denmark,4/1/20,3290,2020-04-01
Peru,4/1/20,1323,2020-04-01
Saint Vincent and the Grenadines,4/1/20,1,2020-04-01
Sierra Leone,4/1/20,2,2020-04-01
Maldives,4/1/20,19,2020-04-01
Georgia,4/1/20,117,2020-04-01
Burma,4/1/20,15,2020-04-01
Nicaragua,4/1/20,5,2020-04-01
Cote d'Ivoire,4/1/20,190,2020-04-01
Iceland,4/1/20,1220,2020-04-01
Benin,4/1/20,13,2020-04-01
Central African Republic,4/1/20,3,2020-04-01
Hungary,4/1/20,525,2020-04-01
Ukraine,4/1/20,794,2020-04-01
Dominican Republic,4/1/20,1284,2020-04-01
Romania,4/1/20,2460,2020-04-01
Namibia,4/1/20,14,2020-04-01
Congo (Kinshasa),4/1/20,109,2020-04-01
Malaysia,4/1/20,2908,2020-04-01
Cuba,4/1/20,212,2020-04-01
Honduras,4/1/20,172,2020-04-01
Tunisia,4/1/20,423,2020-04-01
Laos,4/1/20,10,2020-04-01
Angola,4/1/20,8,2020-04-01
Mauritania,4/1/20,6,2020-04-01
Albania,4/1/20,259,2020-04-01
Kyrgyzstan,4/1/20,111,2020-04-01
Saint Kitts and Nevis,4/1/20,8,2020-04-01
Chad,4/1/20,7,2020-04-01
Liechtenstein,4/1/20,68,2020-04-01
Gambia,4/1/20,4,2020-04-01
Burkina Faso,4/1/20,282,2020-04-01
Monaco,4/1/20,55,2020-04-01
Ukraine,4/2/20,897,2020-04-02
Panama,4/2/20,1317,2020-04-02
Luxembourg,4/2/20,2487,2020-04-02
Saint Lucia,4/2/20,13,2020-04-02
Libya,4/2/20,11,2020-04-02
Sudan,4/2/20,8,2020-04-02
Sweden,4/2/20,5568,2020-04-02
Uganda,4/2/20,45,2020-04-02
El Salvador,4/2/20,41,2020-04-02
Sri Lanka,4/2/20,151,2020-04-02
Afghanistan,4/2/20,273,2020-04-02
Costa Rica,4/2/20,396,2020-04-02
Thailand,4/2/20,1875,2020-04-02
Equatorial Guinea,4/2/20,15,2020-04-02
Cote d'Ivoire,4/2/20,194,2020-04-02
Liberia,4/2/20,6,2020-04-02
West Bank and Gaza,4/2/20,161,2020-04-02
Ecuador,4/2/20,3163,2020-04-02
Portugal,4/2/20,9034,2020-04-02
Armenia,4/2/20,663,2020-04-02
Norway,4/2/20,5147,2020-04-02
Kuwait,4/2/20,342,2020-04-02
Benin,4/2/20,13,2020-04-02
Egypt,4/2/20,865,2020-04-02
Kazakhstan,4/2/20,435,2020-04-02
Australia,4/2/20,5116,2020-04-02
San Marino,4/2/20,245,2020-04-02
Uzbekistan,4/2/20,205,2020-04-02
Lithuania,4/2/20,649,2020-04-02
Tanzania,4/2/20,20,2020-04-02
North Macedonia,4/2/20,384,2020-04-02
Congo (Brazzaville),4/2/20,22,2020-04-02
Moldova,4/2/20,505,2020-04-02
Dominica,4/2/20,12,2020-04-02
Estonia,4/2/20,858,2020-04-02
Eritrea,4/2/20,22,2020-04-02
Albania,4/2/20,277,2020-04-02
"Korea, South",4/2/20,9976,2020-04-02
Poland,4/2/20,2946,2020-04-02
Belize,4/2/20,3,2020-04-02
Saint Kitts and Nevis,4/2/20,9,2020-04-02
Bhutan,4/2/20,5,2020-04-02
Belarus,4/2/20,304,2020-04-02
Saint Vincent and the Grenadines,4/2/20,2,2020-04-02
Kenya,4/2/20,110,2020-04-02
Latvia,4/2/20,458,2020-04-02
Lebanon,4/2/20,494,2020-04-02
Suriname,4/2/20,10,2020-04-02
Mongolia,4/2/20,14,2020-04-02
Rwanda,4/2/20,84,2020-04-02
Sao Tome and Principe,4/2/20,0,2020-04-02
Eswatini,4/2/20,9,2020-04-02
Laos,4/2/20,10,2020-04-02
Bolivia,4/2/20,123,2020-04-02
Belgium,4/2/20,15348,2020-04-02
Kyrgyzstan,4/2/20,116,2020-04-02
Congo (Kinshasa),4/2/20,134,2020-04-02
Barbados,4/2/20,46,2020-04-02
Dominican Republic,4/2/20,1380,2020-04-02
Kosovo,4/2/20,125,2020-04-02
Mexico,4/2/20,1378,2020-04-02
Monaco,4/2/20,60,2020-04-02
Liechtenstein,4/2/20,75,2020-04-02
